claim,evidence,label
The Tokyo Olympics logo has been redesigned in the wake of the coronavirus outbreak.,['There was a design by Daren Newman to support the idea of social distancing but was not made official'],REFUTED
Donald Trump cut funding to the CDC.,['He tried to do so but the Congress reinstated them'],REFUTED
Hand-washing with an ordinary soap protects against COVID-19.,"['The CDC states that,... The most reliable way to prevent infection from surfaces is to regularly wash hands with soap and water']",SUPPORTED
In South Florida “all children and adults must remain in their homes” due to coronavirus.,['The state government made laws to prevent excessive gatherings of more than 10 people'],REFUTED
Prime Minister Narendra Modi tweet that his endless joy turned into endless grief after Devendra Fadnavis resigned as chief minister of Maharashtra on Tuesday,"['Mr. Fadnavis tendered his resignation on Tuesday, November 26,', 'The tweet was actually put out on 13 July 2016, where PM Modi condoles the death of Praful Bhai Doshi, a senior RSS Leader from Gujarat.', 'he had indeed posted a congratulatory message for Devendra Fadnavis and Ajit Pawar on November 23, after they were sworn in as CM and deputy CM of Maharashtra by the Governor BS Koshyari.']",REFUTED
President Donald Trump refused World Health Organization (WHO) tests.,"['The United States did decline WHO tests.\n\nBy the end of February, the World Health Organization had shipped tests to nearly 60 countries.The United States was not among them.']",SUPPORTED
Australian Gold Coast hospital staff roll in a Wilson volleyball to keep actor Tom Hanks company in quarantine.,"[""Although there is no direct disclaimer on the website, the New York Times ran an article 'The Betoota Advocate, a Fake News Site Australians Really Love'"", 'The original photo is from a New York Rangers Ice hockey game in 2015']",REFUTED
Tom Hanks has a Wilson volleyball to keep him company while he’s quarantined.,"[""You can clearly see the image has been edited, especially with Tom Hanks' body looking photo-shopped onto a hospital background. There is also pixelation surrounding Hanks' body, which is further confirmation that this image has been edited.""]",REFUTED
Tom Hanks has passed away at 63,"['Plenty of evidence exists to proove Tom Hanks is still alive after the date the original claim was made.\n\nOn April 11 2020, Hanks, hosted a special remote episode of ""Saturday Night Live.""\n\nAnd in January 2021, Hanks, now 64, hosted an evening celebration of President Joe Biden’s inauguration.']",REFUTED
University of Johannesburg student Phindile hacked the system and gave herself distinctions.,['The University of Johannesburg has denied that a student hacked their system.'],REFUTED
Drinking water regularly will kill COVID-19.,"['While staying hydrated by drinking water is important for overall health, it does not prevent coronavirus infection.', 'No can enter through eyes, nose and mouth.']",REFUTED
"A study published in the journal Antiviral Research claims that coronavirus was ""genetically engineered for efficient spread in humans""","['They have since issued a correction stating that, ...The research paper did not amplify how the \'gain of function\' for Coronavirus 2019 had occurred. It was therefore incorrect when our article claimed ""the paper suggested COVID-19 has been tampered with.""\nWe are happy to set the record straight.']",REFUTED
Harry Potter actor Daniel Radcliffe has tested positive for the novel coronavirus.,"[""After the false information spread across the micro-blogging platform, a representative for the British actor simply stated that the claims were 'not true' when approached for comment.""]",REFUTED
Joe Biden mistook Idaho for Iowa in visit to Boise fundraiser.,"['The claim comes from a confirmed satirical and parody news company, ""The Boise Times"".']",REFUTED
"The novel coronavirus has been found in crawfish in Mobile, Alabama.",['There is no evidence to support transmission of COVID-19 associated with food'],REFUTED
Mexico does not have any cases of the novel coronavirus.,"['Mexico had at least 5 confirmed cases on march 6th, the day before this claim was made.']",REFUTED
Anybody that needs a COVID-19 test can have a test. They are all set. They have them out there.,"['They were available to state labs but needed prescribing by a doctor, not yet available to the public.']",REFUTED
"There have been no deaths from the novel coronavirus in South Africa (as of March 12, 2020)",['there was no death and even the news of a family of 3 dying because of the virus was fake'],SUPPORTED
"Bernard Sanders, United States senator is a communist.","['""obviously, I am not a communist""\n""The difference between my socialism and Trump\'s socialism is, I believe the government should help working families, not billionaires. So I believe that health care is a human right. I believe we should raise the minimum wage to a living wage of $15 an hour. I believe, in fact, that the rich must start paying their fair share of taxes when you have massive levels of income and wealth inequality.""']",REFUTED
Hunter Biden left  China with a $1.5 billion for a fund.,"['Hunter became an unpaid member of BHR’s board but did not take an equity stake in BHR Partners until after his father left the White House.', 'According to a Wall Street Journal article on July 10th 2014, it was reported that BHR Partners were ""aiming to raise about $1.5 billion to invest abroad"". This was only an aim for the fund, not a confirmed number.']",REFUTED
