claim,evidence,label
"The drug Diamox, often used as treatment for high-altitude sickness, can cure the Coronavirus.","[""Covid 19 symptoms are, Fever\nCough\nShortness of breath or difficulty breathing\nDiarrhea\nChills\nRepeated shaking with chills\nMuscle pain\nHeadache\nSore throat\nNew loss of taste or smell"", ""Covid 19 symptoms are, Fever\nCough\nShortness of breath or difficulty breathing\nDiarrhea\nChills\nRepeated shaking with chills\nMuscle pain\nHeadache\nSore throat\nNew loss of taste or smell"", ""Covid 19 symptoms are, Fever\nCough\nShortness of breath or difficulty breathing\nDiarrhea\nChills\nRepeated shaking with chills\nMuscle pain\nHeadache\nSore throat\nNew loss of taste or smell""]",REFUTED
Other countries that reopened saw an increase in coronavirus infections.,"[""Hong Kong saw a COVID-19 surge which meant the government ordered facilities that had reopened to close again and for people to go back home.""]",SUPPORTED
Alcohol plays a major role in killing the coronavirus because it is a “throat sanitizer”.,"[""Drinking alcohol actually increased health risks when one is infected with COVID and increases susceptibility to catching COVID and other illnesses.""]",REFUTED
Trump Claims ‘Ultimate Authority’ to Override States’ Virus Measures,"[""\u201cThe President has no formal legal authority to categorically override local or state shelter-in-place orders or to reopen schools and small businesses,\u201d Stephen I. Vladeck, a professor at the University of Texas School of Law, said on Twitter. \u201cNo statute delegates to him such power; no constitutional provision invests him with such authority.\u201d""]",REFUTED
The Squad' Want's The Bible Deemed Hate Speech,"[""The claim is from a satire news site."", ""It describes itelf as...\npart of the \""America's Last Line of Defense\"" network of satire websites""]",REFUTED
"Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.","[""$100 billion is still to go out after the 30 in the claim.""]",SUPPORTED
NY: EXHAUSTED FUNERAL HOME EMPLOYEE CREMATED BY MISTAKE WHILE TAKING A NAP,"[""There was also a claim that funeral home worker was mistakenly cremated and the Deputy Sheriff office was asked they said there was no crematorium facility in the location and that the image of the person in question was a mug shot of another man""]",REFUTED
"In the United States, the CDC (Centers for Disease Control and Prevention) admitted in federal court that it does not have studies to support the claim that vaccines do not cause autism.","[""20 studies submitted in a legal case.""]",REFUTED
Aadhaar Enabled Payments Will Not Work Till April 14 in India,"[""A search of the web through  supplied browser reveals no information to confirm or otherwise this claim. The only confirmation that this claim is false is via the fact checking agency PIB information: No ! State Bank of India's Aadhaar Enabled Payment System (AePS) server has not been shut down by RBI. (Translated from Hindi)""]",NOT ENOUGH INFO
"Former President Barack Obama gave $3.8 million to a lab in Wuhan, China.","[""Table shows money allocated to the National Institutes of Health.""]",REFUTED
The U.S. government is planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,"[""Employees at Montgomery County (in the United States) are not required to be vaccinated. Their sites states: \""while COVID-19 vaccines are encouraged, the choice to receive a vaccine is voluntary\"". Therefore, COVID-19 vaccinations are not mandatory.""]",REFUTED
Kalonji or black cumin seeds contain 100% Hydroxychloroquine which can cure Coronavirus.,"[""Hydroxychloroquine is not listed as part of the seeds components.""]",REFUTED
Bill Gates owns the patent and vaccine for coronavirus.,"[""There is no patent for the new coronovirus"", ""A patent does exist for a different coronovirus, called avian infectious bronchitis."", ""This patent is not owned by Bill Gates nor by the Bill & Melinda Gates Foundation, but by the Pirbright Institute in the UK, which aimed to develop a vaccine against IBV."", ""COVID19 vaccines were still in trial status during this time""]",REFUTED
"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""","[""Voting On Absentee Ballot\n\nIn the presence of two witnesses (or one witness if the witness is a notary-public), the voter should mark the ballot, or cause it to be marked according to his or her instructions.""]",SUPPORTED
An image shared on Facebook purportedly shows former Vice President Joe Biden biting a young girl on the cheek.,"[""The man pictured is Mexican President Andr\u00e9s Manuel L\u00f3pez Obrador, not Biden. The photo appears to be a screen grab of Obrador kissing the child\u2019s cheek from a video of him greeting people.""]",REFUTED
The U.S. “resisted” blacklisting ISIS.,"[""Organistions are routinely added and the list shows when groups were added.""]",REFUTED
"The United Nations Economic Commission for Africa is projecting that Africa’s growth will drop to 1.8%, and perhaps lower because of the COVID-19 pandemic","[""the agency had pared back its growth forecast for the region for 2020, from 3.2% to between 1.8% and 2% in a best-case scenario. But this could shrink to 0.1% or, in a worst-case scenario, to as low as -2.6%.""]",SUPPORTED
Sanders Has Ended His Fight for Democratic Nomination,"[""He Tweeted that he was suspending his campaign on 8th April 2020,""]",SUPPORTED
"All restaurants and hotels in India would be closed till October 15, 2020, due to Coronavirus.","[""The MoT, issued a response to this claim saying \nkindly refrain from forwarding a certain fake message regarding the closure of hotels/restaurants. We assure you that we have not issued such a message.""]",REFUTED
The price of oil was lower when president Obasanjo and Abubakar assumed office on 29 May 1999 than it is today yet they paid off Nigeria’s entire foreign debt.,"[""Nigeria still had 3.65 billion in debt in 2007""]",NOT ENOUGH INFO
The state of California admitted in a court settlement that a million people voted improperly in the US elections in 2019.,"[""These voters do not automatically receive a mail ballot in each election. They are still eligible to vote by visiting a Voter Service and Polling Center during election time, or they can contact the Elections Division to find out more information about how to reactivate their record."", ""Your inactive status will revert to active status, if you update your voter registration record, go to the polls to vote, or request an absentee ballot. However, if you do not take any of these actions after two general (federal) elections from the date you were first made inactive, your name will be removed from the registration system. You will have to re-register again in order to vote.""]",REFUTED
